"county","state","party","zagęszczenie_hrabstwa","liczba_gł_republikanie","liczba_gł_demokraci","winner"
Iberville,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Leflore,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Pike,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Jefferson,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Chester,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Smith,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Crockett,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Taylor,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Wood,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Edgefield,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Wayne,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
St. James,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Tazewell,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Victoria,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Grayson,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Clearfield,Pennsylvania,Republican,"50 - 100",3062258,1654761,Republikanie
Pike,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Brown,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Chambers,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Cherokee,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Wayne,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Williams,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Marshall,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Lincoln,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Assumption,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Toombs,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Meigs,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Valencia,New Mexico,Democrat,"50 - 100",3062258,1654761,Republikanie
DeSoto,Florida,Republican,"50 - 100",3062258,1654761,Republikanie
Lincoln,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Green Lake,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Wise,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Lincoln,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Morgan,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Carroll,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Currituck,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Door,Wisconsin,Republican,"50 - 100",3062258,1654761,Republikanie
Newberry,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Franklin,Washington,Democrat,"50 - 100",3062258,1654761,Republikanie
Adams,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Montgomery,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Stephens,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Russell,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Carroll,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Hocking,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Mecklenburg,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Westmoreland,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Goochland,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Anderson,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Fayette,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Wood,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
St. Bernard,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Fayette,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Chattooga,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Clay,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Wyandot,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
San Luis Obispo,California,Democrat,"50 - 100",3062258,1654761,Republikanie
Campbell,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
McClain,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Monroe,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Yakima,Washington,Republican,"50 - 100",3062258,1654761,Republikanie
Mason,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
New Kent,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Carter,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Newaygo,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Okmulgee,Oklahoma,Democrat,"50 - 100",3062258,1654761,Republikanie
Washington,Nebraska,Democrat,"50 - 100",3062258,1654761,Republikanie
Mason,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Ashe,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
St. Bernard,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Kewaunee,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
LaRue,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Marion,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Guernsey,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Coshocton,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Des Moines,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Lamar,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Pettis,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Juniata,Pennsylvania,Republican,"50 - 100",3062258,1654761,Republikanie
Dona Ana,New Mexico,Democrat,"50 - 100",3062258,1654761,Republikanie
Madison,Idaho,Republican,"50 - 100",3062258,1654761,Republikanie
Coshocton,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Macon,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Marion,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Dillon,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Lincoln,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Bryan,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Duplin,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Des Moines,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Stephenson,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Perry,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
DeKalb,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Caswell,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Pontotoc,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Mercer,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Pike,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Wyoming,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Russell,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Newberry,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Branch,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Whitley,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Chambers,Alabama,Republican,"50 - 100",3062258,1654761,Republikanie
Tulare,California,Republican,"50 - 100",3062258,1654761,Republikanie
Amherst,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Columbia,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Carroll,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Nottoway,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Estill,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Washington,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
St. Martin,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Washington,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Henderson,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Clinton,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Clarke,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Jackson,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Franklin,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Neshoba,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Juniata,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Van Wert,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Greene,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Benzie,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Pulaski,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Bedford,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Grant,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Accomack,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Taney,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Garfield,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Dinwiddie,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
St. James,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Powell,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Whiteside,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Clare,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Mason,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Autauga,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Bonneville,Idaho,Republican,"50 - 100",3062258,1654761,Republikanie
Warren,Iowa,Republican,"50 - 100",3062258,1654761,Republikanie
Perquimans,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Pinal,Arizona,Democrat,"50 - 100",3062258,1654761,Republikanie
Lake,California,Republican,"50 - 100",3062258,1654761,Republikanie
Laurens,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Leelanau,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Greene,Arkansas,Democrat,"50 - 100",3062258,1654761,Republikanie
Defiance,Ohio,Democrat,"50 - 100",3062258,1654761,Republikanie
Wakulla,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
Caldwell,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Mecklenburg,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Columbia,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Ben Hill,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Evangeline,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Marion,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Monroe,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Anson,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Mississippi,Arkansas,Republican,"50 - 100",3062258,1654761,Republikanie
Pueblo,Colorado,Democrat,"50 - 100",3062258,1654761,Republikanie
Clarion,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Union,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Union,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Lee,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Gratiot,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Anderson,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Columbia,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Walker,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Georgetown,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Cass,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Greene,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Morris,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Goochland,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Otsego,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Susquehanna,Pennsylvania,Republican,"50 - 100",3062258,1654761,Republikanie
Bannock,Idaho,Democrat,"50 - 100",3062258,1654761,Republikanie
White,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Grady,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Webster,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
McDonough,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Sullivan,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Sauk,Wisconsin,Democrat,"50 - 100",3062258,1654761,Republikanie
Wabash,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Creek,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Cherokee,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Okmulgee,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Saline,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Lincoln,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Sumter,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Vermillion,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Lafayette,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Jackson,West Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Pearl River,Mississippi,Republican,"50 - 100",3062258,1654761,Republikanie
Russell,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Hardin,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Hillsdale,Michigan,Democrat,"50 - 100",3062258,1654761,Republikanie
Highlands,Florida,Republican,"50 - 100",3062258,1654761,Republikanie
Cache,Utah,Democrat,"50 - 100",3062258,1654761,Republikanie
Graves,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
McDuffie,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Guernsey,Ohio,Republican,"50 - 100",3062258,1654761,Republikanie
Prentiss,Mississippi,Democrat,"50 - 100",3062258,1654761,Republikanie
Martin,Kentucky,Republican,"50 - 100",3062258,1654761,Republikanie
Blount,Alabama,Republican,"50 - 100",3062258,1654761,Republikanie
Calloway,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Laurens,South Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Perry,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Highlands,Florida,Democrat,"50 - 100",3062258,1654761,Republikanie
Perry,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Franklin,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Caldwell,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Huntington,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Newton,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Mercer,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Adams,Nebraska,Democrat,"50 - 100",3062258,1654761,Republikanie
Knox,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Kent,Maryland,Republican,"50 - 100",3062258,1654761,Republikanie
Mason,Washington,Republican,"50 - 100",3062258,1654761,Republikanie
Jackson,Oregon,Democrat,"50 - 100",3062258,1654761,Republikanie
Rowan,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Kendall,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Orange,Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Macon,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Gladwin,Michigan,Republican,"50 - 100",3062258,1654761,Republikanie
Macon,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Wise,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Iberville,Louisiana,Republican,"50 - 100",3062258,1654761,Republikanie
Fulton,Indiana,Democrat,"50 - 100",3062258,1654761,Republikanie
St. Landry,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Warren,Missouri,Democrat,"50 - 100",3062258,1654761,Republikanie
Avoyelles,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Obion,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Bell,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Chenango,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Monroe,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Morgan,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Schoharie,New York,Democrat,"50 - 100",3062258,1654761,Republikanie
Venango,Pennsylvania,Republican,"50 - 100",3062258,1654761,Republikanie
Pendleton,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Skagit,Washington,Democrat,"50 - 100",3062258,1654761,Republikanie
Hopkins,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Chambers,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
Hertford,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Scotts Bluff,Nebraska,Republican,"50 - 100",3062258,1654761,Republikanie
Delaware,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Tallapoosa,Alabama,Democrat,"50 - 100",3062258,1654761,Republikanie
Bleckley,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Webster,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Dorchester,Maryland,Democrat,"50 - 100",3062258,1654761,Republikanie
Hertford,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Greene,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Bedford,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Sampson,North Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Washington,Texas,Republican,"50 - 100",3062258,1654761,Republikanie
Crittenden,Arkansas,Republican,"50 - 100",3062258,1654761,Republikanie
Schoharie,New York,Republican,"50 - 100",3062258,1654761,Republikanie
Pottawattamie,Iowa,Democrat,"50 - 100",3062258,1654761,Republikanie
Unicoi,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Harrison,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Jackson,North Carolina,Democrat,"50 - 100",3062258,1654761,Republikanie
Upson,Georgia,Democrat,"50 - 100",3062258,1654761,Republikanie
Washington,Louisiana,Democrat,"50 - 100",3062258,1654761,Republikanie
Orangeburg,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Preston,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Clinton,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Camden,Missouri,Republican,"50 - 100",3062258,1654761,Republikanie
Claiborne,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Union,Tennessee,Republican,"50 - 100",3062258,1654761,Republikanie
Somerset,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Carroll,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Madison,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Miller,Arkansas,Republican,"50 - 100",3062258,1654761,Republikanie
Towns,Georgia,Republican,"50 - 100",3062258,1654761,Republikanie
Abbeville,South Carolina,Republican,"50 - 100",3062258,1654761,Republikanie
Monroe,Illinois,Republican,"50 - 100",3062258,1654761,Republikanie
Powell,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Dubois,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Taylor,West Virginia,Republican,"50 - 100",3062258,1654761,Republikanie
Bradford,Pennsylvania,Democrat,"50 - 100",3062258,1654761,Republikanie
Randolph,Indiana,Republican,"50 - 100",3062258,1654761,Republikanie
Pontotoc,Oklahoma,Republican,"50 - 100",3062258,1654761,Republikanie
Ogle,Illinois,Democrat,"50 - 100",3062258,1654761,Republikanie
Cannon,Tennessee,Democrat,"50 - 100",3062258,1654761,Republikanie
Lee,Virginia,Democrat,"50 - 100",3062258,1654761,Republikanie
Graves,Kentucky,Democrat,"50 - 100",3062258,1654761,Republikanie
Wood,Texas,Democrat,"50 - 100",3062258,1654761,Republikanie
